Model,dockq_interface_1,interface_1_name,dockq_interface_2,interface_2_name,dockq_interface_3,interface_3_name,Average_dockq
T1249v2TS028_2o,0.349,ABCA,0.336,ACCB,0.368,BCAB,0.351
T1249v2TS147_4o,0.349,ABCA,0.336,ACCB,0.368,BCAB,0.351
T1249v2TS462_4o,0.349,ABCA,0.336,ACCB,0.368,BCAB,0.351
T1249v1TS425_1o,0.35,ABCA,0.335,ACCB,0.352,BCAB,0.3456666666666666
T1249v2TS051_3o,0.35,ABCA,0.335,ACCB,0.352,BCAB,0.3456666666666666
T1249v1TS319_2o,0.35,ABCA,0.335,ACCB,0.352,BCAB,0.3456666666666666
T1249v1TS345_1o,0.35,ABCA,0.335,ACCB,0.352,BCAB,0.3456666666666666
T1249v2TS331_5o,0.35,ABCA,0.335,ACCB,0.352,BCAB,0.3456666666666666
T1249v1TS051_1o,0.35,ABCA,0.335,ACCB,0.352,BCAB,0.3456666666666666
T1249v2TS425_5o,0.35,ABCA,0.335,ACCB,0.352,BCAB,0.3456666666666666
T1249v1TS331_2o,0.35,ABCA,0.335,ACCB,0.352,BCAB,0.3456666666666666
T1249v2TS345_3o,0.35,ABCA,0.335,ACCB,0.352,BCAB,0.3456666666666666
T1249v2TS319_5o,0.35,ABCA,0.335,ACCB,0.352,BCAB,0.3456666666666666
T1249v1TS198_5o,0.33,ABBA,0.346,ACBC,0.347,BCAC,0.34099999999999997
T1249v1TS059_5o,0.33,ABAB,0.343,ACAC,0.343,BCBC,0.33866666666666667
T1249v2TS304_2o,0.343,ABBA,0.322,ACBC,0.348,BCAC,0.3376666666666666
T1249v1TS241_4o,0.332,ABAB,0.331,ACAC,0.343,BCBC,0.3353333333333333
T1249v2TS148_5o,0.336,ABCA,0.329,ACCB,0.34,BCAB,0.335
T1249v2TS312_5o,0.336,ABCA,0.329,ACCB,0.34,BCAB,0.335
T1249v2TS264_5o,0.336,ABCA,0.329,ACCB,0.34,BCAB,0.335
T1249v2TS163_5o,0.34,ABAC,0.333,ACAB,0.326,BCCB,0.333
T1249v1TS163_5o,0.34,ABAC,0.333,ACAB,0.326,BCCB,0.333
T1249v2TS163_1o,0.332,ABBA,0.329,ACBC,0.333,BCAC,0.3313333333333333
T1249v1TS163_1o,0.332,ABBA,0.329,ACBC,0.333,BCAC,0.3313333333333333
T1249v2TS393_3o,0.339,ABBC,0.316,ACBA,0.338,BCCA,0.331
T1249v2TS164_3o,0.328,ABCB,0.328,ACCA,0.328,BCBA,0.328
T1249v2TS164_2o,0.325,ABBC,0.324,ACBA,0.325,BCCA,0.32466666666666666
T1249v2TS164_1o,0.322,ABCB,0.324,ACCA,0.324,BCBA,0.3233333333333333
T1249v1TS274_3o,0.309,ABAB,0.316,ACAC,0.34,BCBC,0.3216666666666667
T1249v1TS274_2o,0.318,ABAB,0.306,ACAC,0.337,BCBC,0.32033333333333336
T1249v2TS287_5o,0.322,ABAB,0.319,ACAC,0.32,BCBC,0.32033333333333336
T1249v1TS380_1o,0.301,ABCB,0.339,ACCA,0.319,BCBA,0.3196666666666667
T1249v1TS145_4o,0.301,ABCB,0.339,ACCA,0.319,BCBA,0.3196666666666667
T1249v2TS219_3o,0.333,ABAB,0.321,ACAC,0.302,BCBC,0.31866666666666665
T1249v1TS322_1o,0.333,ABAB,0.321,ACAC,0.302,BCBC,0.31866666666666665
T1249v2TS322_3o,0.333,ABAB,0.321,ACAC,0.302,BCBC,0.31866666666666665
T1249v1TS219_1o,0.333,ABAB,0.321,ACAC,0.302,BCBC,0.31866666666666665
T1249v2TS145_4o,0.301,ABCB,0.333,ACCA,0.318,BCBA,0.3173333333333333
T1249v2TS380_1o,0.301,ABCB,0.333,ACCA,0.318,BCBA,0.3173333333333333
T1249v1TS456_4o,0.314,ABCA,0.302,ACCB,0.317,BCAB,0.311
T1249v2TS052_4o,0.314,ABCA,0.302,ACCB,0.317,BCAB,0.311
T1249v1TS022_4o,0.314,ABCA,0.302,ACCB,0.317,BCAB,0.311
T1249v1TS052_4o,0.314,ABCA,0.302,ACCB,0.317,BCAB,0.311
T1249v2TS323_1o,0.304,ABCA,0.304,ACCB,0.323,BCAB,0.31033333333333335
T1249v1TS287_4o,0.305,ABCA,0.317,ACCB,0.304,BCAB,0.30866666666666664
T1249v1TS091_1o,0.31,ABCB,0.298,ACCA,0.313,BCBA,0.307
T1249v1TS198_4o,0.292,ABBA,0.304,ACBC,0.314,BCAC,0.3033333333333333
T1249v1TS163_2o,0.308,ABCB,0.303,ACCA,0.298,BCBA,0.303
T1249v2TS163_2o,0.308,ABCB,0.303,ACCA,0.298,BCBA,0.303
T1249v2TS274_5o,0.304,ABBC,0.311,ACBA,0.294,BCCA,0.303
T1249v2TS425_4o,0.311,ABBC,0.286,ACBA,0.311,BCCA,0.30266666666666664
T1249v1TS319_1o,0.311,ABBC,0.286,ACBA,0.311,BCCA,0.30266666666666664
T1249v2TS331_4o,0.311,ABBC,0.286,ACBA,0.311,BCCA,0.30266666666666664
T1249v2TS204_1o,0.301,ABCA,0.295,ACCB,0.312,BCAB,0.30266666666666664
T1249v2TS319_4o,0.311,ABBC,0.286,ACBA,0.311,BCCA,0.30266666666666664
T1249v1TS331_1o,0.311,ABBC,0.286,ACBA,0.311,BCCA,0.30266666666666664
T1249v1TS425_2o,0.311,ABBC,0.286,ACBA,0.311,BCCA,0.30266666666666664
T1249v1TS331_3o,0.288,ABCA,0.286,ACCB,0.327,BCAB,0.30033333333333334
T1249v1TS319_3o,0.288,ABCA,0.286,ACCB,0.327,BCAB,0.30033333333333334
T1249v1TS425_3o,0.288,ABCA,0.286,ACCB,0.327,BCAB,0.30033333333333334
T1249v1TS380_5o,0.307,ABBA,0.292,ACBC,0.301,BCAC,0.3
T1249v1TS145_5o,0.307,ABBA,0.292,ACBC,0.301,BCAC,0.3
T1249v2TS145_5o,0.307,ABBA,0.287,ACBC,0.301,BCAC,0.29833333333333334
T1249v2TS380_5o,0.307,ABBA,0.287,ACBC,0.301,BCAC,0.29833333333333334
T1249v1TS198_1o,0.306,ABBC,0.284,ACBA,0.297,BCCA,0.2956666666666667
T1249v2TS494_5o,0.317,ABCA,0.281,ACCB,0.288,BCAB,0.2953333333333334
T1249v1TS494_2o,0.317,ABCA,0.281,ACCB,0.288,BCAB,0.2953333333333334
T1249v1TS494_5o,0.317,ABCA,0.281,ACCB,0.288,BCAB,0.2953333333333334
T1249v2TS494_2o,0.317,ABCA,0.281,ACCB,0.288,BCAB,0.2953333333333334
T1249v1TS274_1o,0.317,ABCA,0.281,ACCB,0.282,BCAB,0.2933333333333334
T1249v1TS494_3o,0.292,ABBC,0.294,ACBA,0.292,BCCA,0.29266666666666663
T1249v2TS494_3o,0.292,ABBC,0.294,ACBA,0.292,BCCA,0.29266666666666663
T1249v1TS274_4o,0.301,ABCA,0.277,ACCB,0.297,BCAB,0.2916666666666667
T1249v2TS274_3o,0.28,ABAB,0.303,ACAC,0.29,BCBC,0.291
T1249v2TS163_4o,0.292,ABBA,0.289,ACBC,0.289,BCAC,0.29
T1249v1TS163_4o,0.292,ABBA,0.289,ACBC,0.289,BCAC,0.29
T1249v1TS261_1o,0.311,ABBA,0.263,ACBC,0.294,BCAC,0.2893333333333334
T1249v2TS261_2o,0.303,ABBA,0.271,ACBC,0.294,BCAC,0.2893333333333334
T1249v2TS198_1o,0.284,ABBA,0.293,ACBC,0.289,BCAC,0.2886666666666666
T1249v2TS110_3o,0.303,ABCA,0.275,ACCB,0.285,BCAB,0.2876666666666667
T1249v2TS261_5o,0.282,ABAC,0.285,ACAB,0.296,BCCB,0.2876666666666667
T1249v2TS198_3o,0.289,ABBC,0.288,ACBA,0.285,BCCA,0.2873333333333333
T1249v2TS198_5o,0.294,ABBA,0.276,ACBC,0.29,BCAC,0.2866666666666667
T1249v1TS261_5o,0.308,ABBA,0.253,ACBC,0.298,BCAC,0.28633333333333333
T1249v1TS198_3o,0.29,ABBC,0.281,ACBA,0.285,BCCA,0.28533333333333327
T1249v1TS261_4o,0.289,ABBA,0.275,ACBC,0.291,BCAC,0.285
T1249v2TS261_4o,0.284,ABCB,0.286,ACCA,0.283,BCBA,0.2843333333333333
T1249v1TS261_3o,0.299,ABCB,0.27,ACCA,0.281,BCBA,0.2833333333333333
T1249v1TS261_2o,0.284,ABAC,0.274,ACAB,0.291,BCCB,0.283
T1249v2TS261_3o,0.303,ABBA,0.261,ACBC,0.277,BCAC,0.2803333333333334
T1249v2TS198_4o,0.283,ABBC,0.276,ACBA,0.282,BCCA,0.2803333333333333
T1249v2TS167_3o,0.286,ABBC,0.283,ACBA,0.266,BCCA,0.2783333333333333
T1249v2TS450_3o,0.286,ABBC,0.283,ACBA,0.266,BCCA,0.2783333333333333
T1249v2TS261_1o,0.286,ABBA,0.273,ACBC,0.272,BCAC,0.27699999999999997
T1249v1TS167_4o,0.263,ABAB,0.27,ACAC,0.287,BCBC,0.2733333333333334
T1249v1TS450_4o,0.263,ABAB,0.27,ACAC,0.287,BCBC,0.2733333333333334
T1249v2TS208_1o,0.283,ABCA,0.26,ACCB,0.269,BCAB,0.27066666666666667
T1249v2TS241_3o,0.248,ABAB,0.273,ACAC,0.267,BCBC,0.26266666666666666
T1249v1TS221_3o,0.263,ABBA,0.263,ACBC,0.26,BCAC,0.262
T1249v1TS419_3o,0.263,ABBA,0.263,ACBC,0.26,BCAC,0.262
T1249v1TS286_3o,0.263,ABBA,0.263,ACBC,0.26,BCAC,0.262
T1249v1TS274_5o,0.262,ABAB,0.245,ACAC,0.256,BCBC,0.25433333333333336
T1249v2TS145_3o,0.262,ABBC,0.249,ACBA,0.242,BCCA,0.251
T1249v1TS380_2o,0.262,ABBC,0.249,ACBA,0.242,BCCA,0.251
T1249v1TS145_3o,0.262,ABBC,0.249,ACBA,0.242,BCCA,0.251
T1249v2TS380_2o,0.262,ABBC,0.249,ACBA,0.242,BCCA,0.251
T1249v2TS450_4o,0.256,ABBA,0.247,ACBC,0.235,BCAC,0.246
T1249v2TS167_4o,0.256,ABBA,0.247,ACBC,0.235,BCAC,0.246
T1249v2TS419_1o,0.25,ABBA,0.235,ACBC,0.251,BCAC,0.24533333333333332
T1249v2TS221_1o,0.25,ABBA,0.235,ACBC,0.251,BCAC,0.24533333333333332
T1249v2TS286_1o,0.25,ABBA,0.235,ACBC,0.251,BCAC,0.24533333333333332
T1249v2TS262_5o,0.222,ABBA,0.265,ACBC,0.247,BCAC,0.24466666666666667
T1249v2TS419_3o,0.25,ABBA,0.228,ACBC,0.252,BCAC,0.24333333333333332
T1249v2TS286_3o,0.25,ABBA,0.228,ACBC,0.252,BCAC,0.24333333333333332
T1249v2TS221_3o,0.25,ABBA,0.228,ACBC,0.252,BCAC,0.24333333333333332
T1249v2TS117_5o,0.221,ABBC,0.244,ACBA,0.264,BCCA,0.243
T1249v2TS262_1o,0.235,ABCB,0.263,ACCA,0.223,BCBA,0.24033333333333332
T1249v2TS494_1o,0.23,ABBC,0.239,ACBA,0.247,BCCA,0.23866666666666667
T1249v1TS494_1o,0.23,ABBC,0.239,ACBA,0.247,BCCA,0.23866666666666667
T1249v2TS274_4o,0.23,ABBC,0.234,ACBA,0.242,BCCA,0.2353333333333333
T1249v2TS221_4o,0.235,ABBA,0.232,ACBC,0.234,BCAC,0.23366666666666666
T1249v2TS419_4o,0.235,ABBA,0.232,ACBC,0.234,BCAC,0.23366666666666666
T1249v1TS287_3o,0.228,ABAB,0.228,ACAC,0.244,BCBC,0.2333333333333333
T1249v2TS208_2o,0.226,ABBC,0.231,ACBA,0.235,BCCA,0.23066666666666666
T1249v2TS393_2o,0.228,ABAB,0.221,ACAC,0.238,BCBC,0.229
T1249v2TS274_2o,0.228,ABCA,0.225,ACCB,0.231,BCAB,0.228
T1249v1TS221_4o,0.224,ABBA,0.214,ACBC,0.239,BCAC,0.22566666666666668
T1249v1TS419_4o,0.224,ABBA,0.214,ACBC,0.239,BCAC,0.22566666666666668
T1249v2TS262_3o,0.221,ABCB,0.221,ACCA,0.223,BCBA,0.22166666666666668
T1249v1TS221_1o,0.226,ABAC,0.219,ACAB,0.217,BCCB,0.22066666666666668
T1249v1TS286_1o,0.226,ABAC,0.219,ACAB,0.217,BCCB,0.22066666666666668
T1249v1TS419_1o,0.226,ABAC,0.219,ACAB,0.217,BCCB,0.22066666666666668
T1249v1TS221_5o,0.221,ABAC,0.215,ACAB,0.221,BCCB,0.219
T1249v1TS419_5o,0.221,ABAC,0.215,ACAB,0.221,BCCB,0.219
T1249v1TS290_2o,0.209,ABCA,0.224,ACCB,0.222,BCAB,0.21833333333333335
T1249v2TS117_4o,0.232,ABBC,0.209,ACBA,0.211,BCCA,0.21733333333333335
T1249v1TS314_1o,0.207,ABAB,0.218,ACAC,0.224,BCBC,0.21633333333333335
T1249v2TS221_5o,0.224,ABCB,0.209,ACCA,0.216,BCBA,0.21633333333333335
T1249v2TS419_5o,0.224,ABCB,0.209,ACCA,0.216,BCBA,0.21633333333333335
T1249v1TS375_5o,0.223,ABBC,0.21,ACBA,0.215,BCCA,0.216
T1249v2TS419_2o,0.216,ABCB,0.206,ACCA,0.225,BCBA,0.21566666666666667
T1249v2TS286_2o,0.216,ABCB,0.206,ACCA,0.225,BCBA,0.21566666666666667
T1249v2TS221_2o,0.216,ABCB,0.206,ACCA,0.225,BCBA,0.21566666666666667
T1249v1TS167_5o,0.206,ABAC,0.224,ACAB,0.214,BCCB,0.21466666666666667
T1249v1TS450_5o,0.206,ABAC,0.224,ACAB,0.214,BCCB,0.21466666666666667
T1249v2TS262_2o,0.196,ABBA,0.212,ACBC,0.219,BCAC,0.209
T1249v1TS286_2o,0.209,ABAC,0.202,ACAB,0.212,BCCB,0.20766666666666667
T1249v1TS456_3o,0.211,ABAB,0.209,ACAC,0.203,BCBC,0.20766666666666667
T1249v2TS456_3o,0.211,ABAB,0.209,ACAC,0.203,BCBC,0.20766666666666667
T1249v1TS221_2o,0.209,ABAC,0.202,ACAB,0.212,BCCB,0.20766666666666667
T1249v1TS419_2o,0.209,ABAC,0.202,ACAB,0.212,BCCB,0.20766666666666667
T1249v2TS375_5o,0.202,ABAB,0.21,ACAC,0.207,BCBC,0.20633333333333334
T1249v1TS008_2o,0.21,ABCA,0.202,ACCB,0.207,BCAB,0.20633333333333334
T1249v1TS208_5o,0.201,ABBC,0.208,ACBA,0.206,BCCA,0.205
T1249v1TS204_2o,0.205,ABAB,0.193,ACAC,0.207,BCBC,0.20166666666666666
T1249v1TS272_1o,0.194,ABBC,0.184,ACBA,0.21,BCCA,0.19599999999999998
T1249v2TS369_4o,0.181,ABBC,0.213,ACBA,0.192,BCCA,0.19533333333333336
T1249v1TS369_4o,0.181,ABBC,0.213,ACBA,0.192,BCCA,0.19533333333333336
T1249v2TS262_4o,0.197,ABAC,0.193,ACAB,0.189,BCCB,0.19299999999999998
T1249v1TS314_5o,0.196,ABCA,0.175,ACCB,0.187,BCAB,0.18600000000000003
T1249v1TS164_5o,0.182,ABCB,0.184,ACCA,0.182,BCBA,0.18266666666666667
T1249v1TS164_2o,0.182,ABBC,0.18,ACBA,0.181,BCCA,0.18099999999999997
T1249v2TS456_1o,0.185,ABCA,0.181,ACCB,0.175,BCAB,0.18033333333333332
T1249v1TS022_2o,0.185,ABCA,0.181,ACCB,0.175,BCAB,0.18033333333333332
T1249v2TS022_2o,0.185,ABCA,0.181,ACCB,0.175,BCAB,0.18033333333333332
T1249v2TS287_4o,0.184,ABAB,0.168,ACAC,0.188,BCBC,0.18000000000000002
T1249v1TS164_4o,0.181,ABCA,0.173,ACCB,0.178,BCAB,0.17733333333333334
T1249v2TS040_5o,0.395,ABAB,0.061,ACAC,0.06,BCBC,0.17200000000000001
T1249v1TS287_1o,0.163,ABCA,0.18,ACCB,0.162,BCAB,0.16833333333333333
T1249v1TS164_1o,0.169,ABBA,0.164,ACBC,0.17,BCAC,0.16766666666666666
T1249v2TS040_1o,0.4,ABAB,0.048,ACAC,0.047,BCBC,0.165
T1249v2TS040_4o,0.401,ABAB,0.046,ACAC,0.045,BCBC,0.164
T1249v1TS314_4o,0.172,ABAB,0.164,ACAC,0.152,BCBC,0.16266666666666665
T1249v1TS164_3o,0.161,ABAB,0.161,ACAC,0.161,BCBC,0.161
T1249v2TS040_2o,0.402,ABAB,0.031,ACAC,0.029,BCBC,0.15400000000000003
T1249v1TS489_1o,0.155,ABAC,0.144,ACAB,0.151,BCCB,0.15
T1249v2TS314_1o,0.146,ABBA,0.139,ACBC,0.144,BCAC,0.14300000000000002
T1249v2TS117_3o,0.137,ABBC,0.139,ACBA,0.148,BCCA,0.14133333333333334
T1249v2TS304_3o,0.151,ABBA,0.129,ACBC,0.144,BCAC,0.14133333333333334
T1249v1TS204_1o,0.144,ABBC,0.135,ACBA,0.137,BCCA,0.1386666666666667
T1249v1TS167_2o,0.136,ABCA,0.144,ACCB,0.135,BCAB,0.13833333333333334
T1249v1TS450_2o,0.136,ABCA,0.144,ACCB,0.135,BCAB,0.13833333333333334
T1249v1TS290_4o,0.127,ABBC,0.135,ACBA,0.132,BCCA,0.13133333333333333
T1249v1TS489_3o,0.129,ABAC,0.123,ACAB,0.13,BCCB,0.12733333333333333
T1249v1TS290_1o,0.125,ABBC,0.131,ACBA,0.124,BCCA,0.12666666666666668
T1249v1TS314_3o,0.13,ABAB,0.131,ACAC,0.111,BCBC,0.124
T1249v2TS304_1o,0.125,ABBA,0.119,ACBC,0.127,BCAC,0.12366666666666666
T1249v1TS262_1o,0.124,ABCB,0.121,ACCA,0.119,BCBA,0.12133333333333333
T1249v1TS262_3o,0.121,ABCB,0.113,ACCA,0.119,BCBA,0.11766666666666666
T1249v2TS369_5o,0.114,ABBC,0.123,ACBA,0.113,BCCA,0.11666666666666665
T1249v1TS369_5o,0.114,ABBC,0.123,ACBA,0.113,BCCA,0.11666666666666665
T1249v1TS304_3o,0.122,ABCA,0.102,ACCB,0.122,BCAB,0.11533333333333333
T1249v1TS489_4o,0.11,ABAC,0.109,ACAB,0.111,BCCB,0.11
T1249v1TS204_4o,0.112,ABAB,0.108,ACAC,0.109,BCBC,0.10966666666666668
T1249v2TS314_3o,0.11,ABBA,0.106,ACBC,0.112,BCAC,0.10933333333333334
T1249v2TS284_4o,0.112,ABBC,0.104,ACBA,0.11,BCCA,0.10866666666666668
T1249v2TS122_1o,0.112,ABBC,0.104,ACBA,0.11,BCCA,0.10866666666666668
T1249v1TS262_2o,0.112,ABCB,0.104,ACCA,0.11,BCBA,0.10866666666666668
T1249v2TS075_4o,0.112,ABBC,0.104,ACBA,0.11,BCCA,0.10866666666666668
T1249v2TS475_4o,0.112,ABBC,0.104,ACBA,0.11,BCCA,0.10866666666666668
T1249v1TS489_5o,0.106,ABCB,0.106,ACCA,0.106,BCBA,0.106
T1249v1TS272_2o,0.095,ABBC,0.09,ACBA,0.106,BCCA,0.097
T1249v1TS287_2o,0.095,ABBC,0.104,ACBA,0.091,BCCA,0.096666667
T1249v1TS304_5o,0.091,ABAB,0.085,ACAC,0.093,BCBC,0.089666667
T1249v1TS304_4o,0.091,ABCA,0.086,ACCB,0.089,BCAB,0.088666667
T1249v1TS393_1o,0.083,ABCA,0.093,ACCB,0.086,BCAB,0.087333333
T1249v1TS204_5o,0.083,ABBC,0.091,ACBA,0.083,BCCA,0.085666667
T1249v2TS267_4o,0.071,ABAC,0.083,ACAB,0.082,BCCB,0.078666667
T1249v2TS015_4o,0.108,ABBA,0.077,ACBC,0.051,BCAC,0.078666667
T1249v1TS015_4o,0.108,ABBA,0.077,ACBC,0.051,BCAC,0.078666667
T1249v2TS059_4o,0.098,ABAB,0.073,ACAC,0.056,BCBC,0.075666667
T1249v2TS304_5o,0.072,ABCB,0.068,ACCA,0.074,BCBA,0.071333333
T1249v1TS262_4o,0.051,ABCB,0.031,ACCA,0.11,BCBA,0.064
T1249v2TS122_5o,0.06,ABAB,0.053,ACAC,0.06,BCBC,0.057666666666666665
T1249v2TS075_5o,0.06,ABAB,0.053,ACAC,0.06,BCBC,0.057666666666666665
T1249v2TS475_5o,0.06,ABAB,0.053,ACAC,0.06,BCBC,0.057666666666666665
T1249v2TS284_5o,0.06,ABAB,0.053,ACAC,0.06,BCBC,0.057666666666666665
T1249v2TS272_1o,0.058,ABCA,0.052,ACCB,0.058,BCAB,0.056
T1249v2TS272_2o,0.058,ABCA,0.052,ACCB,0.058,BCAB,0.056
T1249v2TS304_4o,0.05,ABCB,0.045,ACCA,0.051,BCBA,0.048666666666666664
T1249v1TS015_1o,0.029,ABAB,0.025,ACAC,0.029,BCBC,0.027666667
T1249v2TS015_2o,0.029,ABAB,0.025,ACAC,0.029,BCBC,0.027666667
T1249v1TS114_5o,0.028,ABCB,0.024,ACCA,0.012,BCBA,0.021333333333333333
T1249v2TS114_5o,0.028,ABCB,0.024,ACCA,0.012,BCBA,0.021333333333333333
T1249v1TS114_4o,0.025,ABCB,0.021,ACCA,0.012,BCBA,0.019333333
T1249v2TS114_4o,0.025,ABCB,0.021,ACCA,0.012,BCBA,0.019333333
T1249v1TS117_2o,0.029,ABAB,0.016,ACAC,0.01,BCBC,0.018333333333333333
T1249v1TS117_1o,0.023,ABCA,0.017,ACCB,0.012,BCAB,0.017333333333333336
T1249v2TS465_2o,0.017,ABCB,0.016,ACCA,0.017,BCBA,0.016666666666666666
T1249v2TS114_3o,0.019,ABCB,0.018,ACCA,0.012,BCBA,0.016333333333333335
T1249v1TS114_3o,0.019,ABCB,0.018,ACCA,0.012,BCBA,0.016333333333333335
T1249v1TS337_1o,0.019,ABCB,0.018,ACCA,0.012,BCBA,0.016333333333333335
T1249v2TS196_5o,0.02,ABBC,0.015,ACBA,0.014,BCCA,0.016333333333333335
T1249v2TS337_1o,0.019,ABCB,0.018,ACCA,0.012,BCBA,0.016333333333333335
T1249v2TS337_4o,0.019,ABCB,0.018,ACCA,0.009,BCBA,0.015333333333333332
T1249v1TS337_4o,0.019,ABCB,0.018,ACCA,0.009,BCBA,0.015333333333333332
T1249v1TS300_2o,0.02,ABCB,0.015,ACCA,0.01,BCBA,0.015000000000000001
T1249v2TS300_2o,0.02,ABCB,0.015,ACCA,0.01,BCBA,0.015000000000000001
T1249v2TS139_3o,0.018,ABBC,0.008,ACBA,0.018,BCCA,0.014666666666666666
T1249v2TS489_3o,0.019,ABBC,0.009,ACBA,0.014,BCCA,0.013999999999999999
T1249v2TS114_2o,0.011,ABBA,0.016,ACBC,0.015,BCAC,0.013999999999999999
T1249v1TS300_5o,0.017,ABCB,0.014,ACCA,0.011,BCBA,0.013999999999999999
T1249v2TS300_3o,0.011,ABBA,0.016,ACBC,0.015,BCAC,0.013999999999999999
T1249v1TS196_3o,0.018,ABAB,0.009,ACAC,0.015,BCBC,0.013999999999999999
T1249v2TS300_5o,0.017,ABCB,0.014,ACCA,0.011,BCBA,0.013999999999999999
T1249v1TS114_2o,0.011,ABBA,0.016,ACBC,0.015,BCAC,0.013999999999999999
T1249v1TS300_3o,0.011,ABBA,0.016,ACBC,0.015,BCAC,0.013999999999999999
T1249v1TS465_4o,0.015,ABAB,0.01,ACAC,0.016,BCBC,0.013666666666666667
T1249v2TS023_3o,0.012,ABCA,0.017,ACCB,0.012,BCAB,0.013666666666666667
T1249v1TS023_3o,0.012,ABCA,0.017,ACCB,0.012,BCAB,0.013666666666666667
T1249v1TS031_2o,0.007,ABCB,0.027,ACCA,0.007,BCBA,0.013666666666666667
T1249v2TS196_2o,0.018,ABAB,0.008,ACAC,0.015,BCBC,0.013666666666666666
T1249v1TS300_4o,0.022,ABAC,0.008,ACAB,0.011,BCCB,0.013666666666666666
T1249v2TS300_4o,0.022,ABAC,0.008,ACAB,0.011,BCCB,0.013666666666666666
T1249v1TS031_3o,0.013,ABBD,0.012,ACBC,0.015,BCDC,0.013333333333333334
T1249v1TS337_2o,0.018,ABCB,0.013,ACCA,0.009,BCBA,0.013333333333333334
T1249v2TS337_2o,0.018,ABCB,0.013,ACCA,0.009,BCBA,0.013333333333333334
T1249v1TS196_4o,0.016,ABAB,0.01,ACAC,0.013,BCBC,0.013
T1249v2TS465_5o,0.016,ABCB,0.007,ACCA,0.016,BCBA,0.013
T1249v2TS196_1o,0.014,ABBC,0.01,ACBA,0.014,BCCA,0.012666666666666666
T1249v1TS139_2o,0.015,ABCA,0.007,ACCB,0.016,BCAB,0.012666666666666666
T1249v2TS489_4o,0.013,ABAB,0.01,ACAC,0.015,BCBC,0.012666666666666666
T1249v1TS139_4o,0.015,ABCA,0.007,ACCB,0.016,BCAB,0.012666666666666666
T1249v1TS337_5o,0.008,ABBA,0.017,ACBC,0.012,BCAC,0.012333333333333335
T1249v2TS337_5o,0.008,ABBA,0.017,ACBC,0.012,BCAC,0.012333333333333335
T1249v2TS014_4o,0.013,ABAB,0.011,ACAC,0.013,BCBC,0.012333333333333333
T1249v1TS294_3o,0.013,ABCA,0.011,ACCB,0.013,BCAB,0.012333333333333333
T1249v2TS489_1o,0.014,ABBC,0.01,ACBA,0.013,BCCA,0.012333333333333333
T1249v1TS337_3o,0.016,ABCB,0.011,ACCA,0.009,BCBA,0.011999999999999999
T1249v1TS489_2o,0.009,ABBC,0.013,ACBA,0.014,BCCA,0.011999999999999999
T1249v1TS085_5o,0.013,ABAB,0.01,ACAC,0.013,BCBC,0.011999999999999999
T1249v1TS085_1o,0.013,ABAB,0.01,ACAC,0.013,BCBC,0.011999999999999999
T1249v2TS196_4o,0.013,ABAB,0.009,ACAC,0.014,BCBC,0.011999999999999999
T1249v2TS337_3o,0.016,ABCB,0.011,ACCA,0.009,BCBA,0.011999999999999999
T1249v1TS085_4o,0.013,ABAB,0.01,ACAC,0.013,BCBC,0.011999999999999999
T1249v1TS085_3o,0.013,ABAB,0.01,ACAC,0.013,BCBC,0.011999999999999999
T1249v1TS085_2o,0.013,ABAB,0.01,ACAC,0.013,BCBC,0.011999999999999999
T1249v2TS300_1o,0.011,ABAC,0.008,ACAB,0.016,BCCB,0.011666666666666667
T1249v1TS300_1o,0.011,ABAC,0.008,ACAB,0.016,BCCB,0.011666666666666667
T1249v2TS114_1o,0.011,ABAC,0.008,ACAB,0.016,BCCB,0.011666666666666667
T1249v1TS114_1o,0.011,ABAC,0.008,ACAB,0.016,BCCB,0.011666666666666667
T1249v2TS014_5o,0.012,ABCA,0.01,ACCB,0.013,BCAB,0.011666666666666665
T1249v2TS085_4o,0.012,ABCB,0.01,ACCA,0.012,BCBA,0.011333333333333334
T1249v2TS489_2o,0.012,ABBC,0.009,ACBA,0.012,BCCA,0.011000000000000001
T1249v2TS085_2o,0.011,ABAC,0.01,ACAB,0.011,BCCB,0.010666666666666666
T1249v1TS031_1o,0.011,ABBA,0.01,ACBC,0.011,BCAC,0.010666666666666666
T1249v2TS085_3o,0.011,ABBC,0.01,ACBA,0.011,BCCA,0.010666666666666666
T1249v2TS085_5o,0.011,ABBC,0.01,ACBA,0.011,BCCA,0.010666666666666666
T1249v2TS085_1o,0.011,ABCB,0.01,ACCA,0.011,BCBA,0.010666666666666666
T1249v1TS196_1o,0.007,ABCB,0.018,ACCA,0.007,BCBA,0.010666666666666666
T1249v2TS008_3o,0.006,ABCB,0.019,ACCA,0.006,BCBA,0.010333333333333333
T1249v1TS117_3o,0.015,ABBA,0.006,ACBC,0.01,BCAC,0.010333333333333333
T1249v1TS139_3o,0.011,ABCA,0.008,ACCB,0.012,BCAB,0.010333333333333333
T1249v1TS323_1o,0.015,ABAB,0.01,ACAC,0.006,BCBC,0.010333333333333333
T1249v1TS264_1o,0.006,ABCB,0.018,ACCA,0.006,BCBA,0.01
T1249v1TS312_1o,0.006,ABCB,0.018,ACCA,0.006,BCBA,0.01
T1249v1TS139_5o,0.011,ABCA,0.007,ACCB,0.012,BCAB,0.01
